,X,Year,Site,Temp,pcnt,Pop,PopWt,PopSE,Species,BMpcnt,pcntSE
4125,4125,2010,C04,16.59285714,0.857142857,-0.579958836,2,0.897792701,Species14,2.404121871,0.132260014
4126,4126,2010,C30,16.66904762,0.5,0.159635747,5.5,0.231226896,Species14,-1.439576706,0.094491118
4128,4128,2010,C58,16.02142857,0.5,-0.28437126,1.666666667,0.614774147,Species14,0.137694177,0.158113883
4129,4129,2010,C69,16.47857143,0.5,-0.378268241,3,0.533152584,Species14,-1.203494619,0.353553391
4130,4130,2010,C31,15.81904762,0.818181818,-0.483339762,8.5,0.345706724,Species14,-2.093940292,0.1162913
4131,4131,2010,C73,15.77619048,0.444444444,-0.369832636,1.2,0.86017563,Species14,0.484664297,0.165634665
4133,4133,2010,C56,16.75714286,0.684210526,-0.248712236,4.666666667,0.316865599,Species14,0.093370041,0.106639205
4135,4135,2010,C43,15.31428571,0.333333333,7.878912912,4,0.549053747,Species14,-2.577973701,0.272165527
4140,4140,2010,C13,15.85714286,0.5,0.179197596,0.333333333,2.278945059,Species14,-0.344836094,0.176776695
4141,4141,2005,C11,15.91190476,0.666666667,3.515198498,9,0.335461232,Species14,3.201179752,0.19245009
4143,4143,2005,C55,16.32380952,0.5,1.535981241,26,0.448516368,Species14,2.828045009,0.204124145
4144,4144,2005,C19,15.85,0.409090909,-0.304904375,4,0.416413837,Species14,-0.594954842,0.104823561
4149,4149,2005,C61,16.32380952,0.722222222,-0.027175459,0.555555556,0.322759728,Species14,-0.201150558,0.105571799
4151,4151,2005,C02,15.91190476,0.571428571,1.094925766,3.166666667,1.583690654,Species14,-1.60913755,0.187043906
4153,4153,2005,C56,16.32857143,0.72,-0.056688601,1.333333333,0.278412922,Species14,0.479089913,0.089799777
4154,4154,2005,C31,15.64285714,1,0.258747684,4.6,0.360806095,Species14,0.047080115,0
4155,4155,2005,C53,16.42857143,0.777777778,-0.036690691,0.666666667,0.339522431,Species14,1.778039285,0.138579903
4156,4156,2005,C09,15.82857143,0.4,-0.090953146,0.589285714,0.619843503,Species14,0.927480592,0.219089023
4158,4158,2005,C43,15.28095238,0.666666667,5.802118375,0.5,3.24687692,Species14,-0.467024812,0.19245009
4159,4159,2005,C30,16.21904762,0.518518519,0.026376414,0.666666667,0.268924881,Species14,-1.863186599,0.096159024
4160,4160,2005,C46,14.67619048,0,-0.054511209,0.444444444,0.526255139,Species14,3.153469023,0.3
4161,4161,2005,C24,15.57142857,0.666666667,0.086292449,0.333333333,0.797350237,Species14,0.245950603,0.136082763
4162,4162,2005,C32,16.32380952,0.666666667,-0.071587637,1.571428571,0.320172536,Species14,-0.020814761,0.136082763
4164,4164,2005,C60,16.92619048,1,0.071597589,1.5,0.29622647,Species14,-2.644105712,0
4166,4166,2005,C20,15.82857143,1,-0.145949705,2.166666667,0.397060735,Species14,-0.928446323,0
4167,4167,2006,C43,16.13095238,0.333333333,-5.802118375,0.5,3.24687692,Species14,-4.821034874,0.19245009
4168,4168,2006,C46,15.32857143,0,0.53491725,5.611111111,0.454857663,Species14,-1.760459424,0.15
4169,4169,2006,C19,17.02380952,0.333333333,-0.196316196,2,0.476870515,Species14,0.107051394,0.086066297
4171,4171,2006,C13,16.12380952,0,0.285709182,1.333333333,0.745480879,Species14,-0.144739236,0.113389342
4173,4173,2006,C61,17.25,0.9375,0.21007058,4.714285714,0.308505278,Species14,-2.03856405,0.060515365
4174,4174,2006,C11,16.63571429,0.666666667,0.562266665,7,0.423515052,Species14,2.405306482,0.19245009
4175,4175,2006,C20,16.37142857,0,-0.634695312,6.479166667,0.443550386,Species14,4.50173784,0.3
4177,4177,2006,C09,16.37142857,0.222222222,0.132241421,0.875,0.576045441,Species14,-0.591863942,0.138579903
4179,4179,2006,C53,17.26190476,0.75,0.659746836,16.66666667,0.289111488,Species14,-0.597598591,0.153093109
4180,4180,2006,C30,16.88571429,0.464285714,0.310745795,9.333333333,0.267743501,Species14,-0.14431245,0.094249761
4181,4181,2006,C60,17.46428571,1,-0.232289901,4.5,0.353172329,Species14,-6.568180465,0
4183,4183,2006,C24,16.12380952,0.333333333,0.07943398,0.333333333,0.768479638,Species14,0.231396743,0.19245009
4184,4184,2006,C55,17.25,0.25,-1.325955038,24.33333333,0.388779142,Species14,1.557242568,0.216506351
4185,4185,2006,C32,17.25,0.666666667,0.180944947,4.2,0.28793276,Species14,-0.027857676,0.19245009
4187,4187,2006,C56,16.96190476,0.685714286,0.37296122,10.33333333,0.271503691,Species14,-1.730760805,0.078469321
4188,4188,2006,C02,16.63571429,0,0.800117454,5.833333333,0.597364763,Species14,-0.527256056,0.173205081
4189,4189,2006,C31,16.25,0.142857143,0.038883233,0.8,0.318638891,Species14,2.367621872,0.132260014
4190,4190,2006,C66,16.16428571,0.25,0.103819621,1.35,0.391034098,Species14,-1.651355004,0.216506351
4194,4194,2007,C46,15.66428571,0,0.105034309,1.5,0.376134301,Species14,-0.750038915,0.122474487
4195,4195,2007,C69,16.67142857,0.333333333,-0.110828417,4.666666667,0.216106341,Species14,-1.245834128,0.15713484
4198,4198,2007,C09,16.49761905,0.333333333,-0.020431063,0.142857143,0.582168995,Species14,0.07905748,0.19245009
4199,4199,2007,C53,16.87380952,0.666666667,-0.587664151,15.33333333,0.290122616,Species14,1.334611774,0.15713484
4200,4200,2007,C30,16.65,0.607142857,0.037447141,1.333333333,0.242849816,Species14,1.737635724,0.092296186
4203,4203,2007,C24,16.43333333,0.333333333,-0.07943398,0.333333333,0.796047299,Species14,-1.209576857,0.19245009
4204,4204,2007,C13,16.43333333,0.222222222,-0.372004109,1.666666667,0.713132032,Species14,-1.058416852,0.138579903
4206,4206,2007,C56,16.71666667,0.627906977,-0.275770223,8,0.271790001,Species14,-1.203703697,0.073712169
4209,4209,2007,C02,16.67142857,0.7,0.779381043,12.5,0.369503174,Species14,-1.757938834,0.144913767
4210,4210,2007,C31,16.15238095,0.5,-0.190199064,3.633333333,0.345221829,Species14,-0.442725709,0.144337567
4212,4212,2007,C32,16.73095238,0.833333333,0.354606469,10.8,0.249388223,Species14,0.314788817,0.152145155
4214,4214,2008,C69,16.63333333,0.761904762,-0.944512637,24.33333333,0.315422509,Species14,-0.755381706,0.092942864
4216,4216,2008,C30,16.33095238,0.6875,-0.013878868,0.5,0.239052352,Species14,-0.555529843,0.066902253
4217,4217,2008,C02,16.63333333,0.625,-0.190215738,4,0.299363416,Species14,-2.014270658,0.171163299
4218,4218,2008,C24,16.45714286,0.5,-0.401517384,1.333333333,0.881528591,Species14,0.741634606,0.158113883
4219,4219,2008,C13,16.45714286,0.7,-0.447086099,1.333333333,0.88287605,Species14,-1.184700956,0.144913767
4220,4220,2008,C74,16.63333333,0,-0.74901005,12.5,0.369026723,Species14,1.463858176,0.3
4222,4222,2008,C53,16.77619048,0.333333333,-0.201575769,3.5,0.343515401,Species14,-1.100935109,0.272165527
4224,4224,2008,C32,16.65952381,0.666666667,-1.220478497,25.5,0.339708595,Species14,-2.870856133,0.15713484
4225,4225,2008,C09,16.4047619,0.2,-0.105100357,0.69047619,0.545346839,Species14,0.89785211,0.178885438
4228,4228,2008,C31,15.8047619,0.647058824,-0.090457494,1.5,0.353425477,Species14,-1.359396515,0.115904043
4229,4229,2008,C46,15.76666667,0.571428571,0.064354983,1,0.356134111,Species14,0.677273186,0.187043906
4232,4232,2008,C56,16.61428571,0.59375,-0.362856931,7.666666667,0.321121119,Species14,-0.669794934,0.086820745
4234,4234,2009,C78,15.99285714,0.4,-0.686818916,4.5,0.607771347,Species14,0.088896344,0.154919334
4235,4235,2009,C30,16.42142857,0.613636364,-0.118563979,4,0.240321968,Species14,-0.687012294,0.073405285
4236,4236,2009,C02,16.02380952,0.666666667,-0.637520707,9,0.378064583,Species14,-1.931712028,0.121716124
4237,4237,2009,C13,16.0047619,0,-0.331110886,0.666666667,2.078826698,Species14,0.082835896,0.15
4240,4240,2009,C53,16.47619048,0.666666667,0.071802364,1.166666667,0.350185746,Species14,-0.301011542,0.121716124
4242,4242,2009,C31,16.00238095,0.714285714,0.336285641,6.333333333,0.321151561,Species14,2.102882755,0.170746944
4243,4243,2009,C46,15.12142857,0,0.117477064,2,0.361546264,Species14,2.422370363,0.113389342
4245,4245,2009,C47,15.3547619,0.75,-0.612531362,4.097222222,0.582820812,Species14,-1.983497581,0.216506351
4246,4246,2009,C09,15.94047619,0.5,-0.458572692,2.291666667,0.725211342,Species14,0.746840295,0.25
4248,4248,2009,C24,16.0047619,0.7,-0.167712572,0.416666667,1.025355792,Species14,1.122448,0.144913767
4249,4249,2009,C56,16.38571429,0.702702703,0.189963734,3.666666667,0.341334979,Species14,-0.718019551,0.075141599
4250,4250,2009,C69,16.02380952,0.75,-0.485835278,5.958333333,0.411217894,Species14,-0.026642035,0.216506351
4256,4256,1997,C23,15.69761905,0.59375,0.196122971,7.2,0.237909471,Species18,-0.061681238,0.086820745
4257,4257,1997,C30,15.46666667,0.2,0,1.00E-04,0.750115489,Species18,-1.046757966,0.178885438
4258,4258,1997,C39,14.76190476,0.2,0,1.00E-04,0,Species18,1.37312543,0.178885438
4259,4259,1997,C06,14.76190476,0.7,0,1.00E-04,0,Species18,2.280696551,0.144913767
4261,4261,1997,C09,15.20952381,1,-2.064404212,7,2.503272123,Species18,-1.649878058,0
4263,4263,1997,C19,15.2547619,0.685714286,0.052103538,1,0.333214812,Species18,0.001451235,0.078469321
4264,4264,1997,C08,15.44047619,1,0.171679846,0.775,0.705467563,Species18,-1.39990401,0
4267,4267,1997,C11,15.31428571,0.4375,5.709764546,31.33333333,0.175817164,Species18,1.525965801,0.124019593
4268,4268,1997,C07,15.03809524,0.523809524,0,1.00E-04,0,Species18,0.748734311,0.108985169
4269,4269,1997,C32,15.44047619,1,0.57212954,2.446428571,0.754188534,Species18,0.121323574,0
4270,4270,1997,C24,15.35714286,0,5.420534999,0.5,3.05573367,Species18,-0.380762584,0.3
4273,4273,1997,C25,15.36666667,0.666666667,-0.688301695,2,0.964679859,Species18,-0.666720244,0.19245009
4275,4275,1997,C37,15.55,0.714285714,-0.180859451,4,0.306423672,Species18,0.008998525,0.170746944
4276,4276,1999,C32,15.51666667,1,0.216298431,1.321428571,0.652598817,Species18,-0.100171627,0
4277,4277,1999,C08,15.51666667,1,0.262323001,1.277777778,0.744772733,Species18,-2.03600611,0
4278,4278,1999,C02,15.22142857,0,-6.311734809,1,3.501987068,Species18,-0.162821833,0.3
4279,4279,1999,C06,15.02619048,0.473684211,-5.058559282,0.4,2.985514951,Species18,1.031738509,0.114548882
4280,4280,1999,C13,15.64285714,0,0,1.00E-04,0,Species18,-0.748822517,0.212132034
4281,4281,1999,C24,15.64285714,0,0,1.00E-04,0,Species18,-3.017023947,0.3
4286,4286,1999,C04,15.37857143,0.727272727,0,1.00E-04,0.682523521,Species18,1.86450633,0.134281627
4287,4287,1999,C25,15.57142857,0.555555556,0.557531942,3,0.689508649,Species18,-0.345767193,0.165634665
4288,4288,1999,C19,15.37857143,0.708333333,-1.739070549,15,0.66134059,Species18,-0.10464055,0.092780481
4289,4289,1999,C07,15.00238095,0.631578947,-3.290963003,1,1.982662931,Species18,2.126288683,0.110664733
4292,4292,1999,C48,15.63333333,0,-0.16554301,0.857142857,0.674092483,Species18,3.378245044,0.3
4293,4293,1999,C47,14.62380952,0,0.545686883,1.1,2.344459686,Species18,0.053858747,0.3
4295,4295,1999,C30,15.73809524,0,-0.115228617,0.5,0.770797608,Species18,0.834984946,0.173205081
4297,4297,1999,C14,15.17857143,0.5,0.146608486,1.152777778,0.515528079,Species18,0.094212291,0.353553391
4298,4298,1999,C09,15.29285714,0.5,4.755779494,2,0.54358792,Species18,-1.677818817,0.25
4301,4301,2001,C08,16.17380952,1,-0.178664043,0.878787879,0.705467563,Species18,1.717212904,0
4304,4304,2001,C48,16.26428571,1,0.453865878,1.75,0.818040272,Species18,-1.708406865,0
4305,4305,2001,C46,14.97142857,1,0,1.00E-04,0,Species18,-0.728563487,0
4309,4309,2001,C31,15.99761905,0,-0.402831052,2,0.688323067,Species18,2.465727375,0.3
4312,4312,2001,C32,16.17380952,1,-0.104106018,0.577777778,0.621340036,Species18,-1.528030796,0
4314,4314,2001,C30,16.08809524,0.625,0.686499819,7,0.444323625,Species18,-0.710677799,0.171163299
4315,4315,2001,C14,15.64761905,1,0.225198487,2.166666667,0.442246705,Species18,-0.386638874,0
4317,4317,1998,C32,15.38571429,0.5,-0.025770246,0.142857143,0.685926471,Species18,-2.685243521,0.353553391
4318,4318,1998,C08,15.38571429,0.625,-0.142569707,0.652777778,0.700172653,Species18,-0.829495944,0.171163299
4320,4320,1998,C45,15.27142857,0,-0.684591683,0.5,3.067292004,Species18,-1.243412514,0.212132034
4321,4321,1998,C07,15.1,0.576923077,3.290963003,1,1.982662931,Species18,0.609869936,0.096890668
4322,4322,1998,C06,14.99761905,0.5625,5.058559282,0.4,2.985514951,Species18,0.792258702,0.124019593
4323,4323,1998,C28,15.57857143,0.25,0.202313587,0.416666667,1.138414351,Species18,3.390035172,0.216506351
4331,4331,1998,C04,15.37857143,0.933333333,0.220580855,1,0.741405941,Species18,2.996374802,0.064406119
4332,4332,1998,C19,15.37857143,0.65,-0.079210027,1.5,0.331126865,Species18,-0.993501924,0.106653645
4333,4333,1998,C23,15.69761905,0.764705882,0.15968556,7,0.211279039,Species18,0.577805387,0.059397431
4335,4335,1998,C09,15.30714286,0.285714286,-4.071197365,1,2.377889747,Species18,0.814106877,0.170746944
4336,4336,1998,C26,15.25,0.909090909,0.218666625,1,0.783991073,Species18,-0.043582913,0.086678417
4337,4337,1998,C25,15.42380952,0.75,0.688301695,2,0.964679859,Species18,-0.975292565,0.153093109
4340,4340,1998,C24,15.60714286,0,-5.420534999,0.5,3.05573367,Species18,-2.075152457,0.3
4341,4341,2000,C30,15.51190476,0.4,0.549726869,3,0.638469835,Species18,2.291181114,0.219089023
4342,4342,2000,C08,15.30238095,0.875,-0.030558382,0.166666667,0.685367922,Species18,-1.387349807,0.116926793
4345,4345,2000,C31,15.05238095,0.666666667,0.868110794,3.5,0.959561417,Species18,1.647524261,0.272165527
4346,4346,2000,C28,15.29047619,0.5,0.087973051,0.249122807,0.884648116,Species18,6.90495571,0.353553391
4350,4350,2000,C13,14.83095238,0,0,1.00E-04,0,Species18,1.087666309,0.3
4353,4353,2000,C06,14.51428571,0,0,1.00E-04,0,Species18,3.006767111,0.212132034
4355,4355,2000,C24,14.83095238,1,0,1.00E-04,0,Species18,-4.305309756,0
4357,4357,2000,C32,15.30238095,1,-0.150629198,0.95,0.545682708,Species18,2.839894447,0
4358,4358,2000,C26,15.4047619,0.363636364,-0.218666625,1,0.730556625,Species18,-0.122092295,0.145040734
4359,4359,2000,C14,14.69285714,0.75,0.014678628,0.125,0.510503395,Species18,1.873211863,0.216506351
4360,4360,2003,C19,17.21428571,0.454545455,-0.160800022,3,0.338012786,Species18,-0.975035436,0.150131423
4362,4362,2003,C13,17.13095238,0,0,1.00E-04,6.216606101,Species18,-4.342817467,0.065465367
4364,4364,2003,C48,17.8547619,0.285714286,4.604956155,4.625,0.419247652,Species18,-2.42406394,0.170746944
4365,4365,2003,C08,17.71190476,0.333333333,0.520405584,1.922222222,0.828425801,Species18,2.187237975,0.272165527
4367,4367,2003,C53,17.6047619,0.166666667,0.813649826,4.5,0.679079363,Species18,0.034427164,0.152145155
4368,4368,2003,C24,17.13095238,0,0,1.00E-04,6.11146734,Species18,-1.390996305,0.077459667
4370,4370,2003,C20,17.11190476,0,3.970320415,2.25,0.6773476,Species18,3.234490452,0.212132034
4371,4371,2003,C09,17.11190476,0,0.40188229,0.8,2.377889747,Species18,-2.35700003,0.122474487
4373,4373,2003,C46,16.04285714,0,0,1.00E-04,0,Species18,-1.686432809,0.113389342
4376,4376,2003,C32,17.71190476,0,0.621870956,2.625,0.787646522,Species18,-1.156324681,0.3
4381,4381,2003,C02,17.15,0,0,1.00E-04,0,Species18,-4.172661958,0.212132034
4382,4382,2003,C56,17.74285714,1,-1.087002494,2,2.571621418,Species18,-2.734962734,0
4383,4383,2003,C31,17.09761905,0.052631579,-0.2837594,0.666666667,1.131033746,Species18,-0.3062665,0.051227817
4385,4385,2003,C55,17.71190476,0.888888889,0,1.00E-04,4.311193836,Species18,1.000889444,0.10475656
4386,4386,2003,C30,17.63571429,0.222222222,-0.320322682,4,0.410599772,Species18,-1.440445862,0.138579903
4388,4388,2004,C19,15.0952381,0.588235294,0.3819919,8,0.331352631,Species18,-0.396751614,0.119364625
4392,4392,2004,C61,15.52142857,0.75,-0.602620494,2.144444444,0.880468811,Species18,-0.288293137,0.153093109
4395,4395,2004,C09,15.25238095,0,-0.53388211,1,2.377889747,Species18,-8.160455873,0.3
4396,4396,2004,C48,15.57619048,0.5,0.132280343,0.660714286,0.658377923,Species18,0.892981046,0.25
4400,4400,2004,C56,15.55,0.5,1.930958362,6,2.505012665,Species18,-4.161691724,0.353553391
4401,4401,2004,C55,15.52142857,0.8,0.679818877,0.5,2.842012733,Species18,-1.543429586,0.178885438
4402,4402,2004,C32,15.52142857,0,-0.532151214,2.339285714,0.795533176,Species18,6.389390349,0.3
4403,4403,2004,C24,15.24285714,1,0.69093234,0.5,3.747771588,Species18,-4.004820279,0
4405,4405,2004,C46,14.47142857,0,0,1.00E-04,0,Species18,-3.692690017,0.212132034
4406,4406,2004,C02,15.20714286,0,0,1.00E-04,0,Species18,-5.634009865,0.3
4407,4407,2004,C31,15.33809524,0.25,0.400231451,1,1.221667297,Species18,0.667080579,0.216506351
4408,4408,2004,C53,15.40952381,0.8,-0.284287916,2,0.55761849,Species18,-1.163888905,0.126491106
4410,4410,2004,C60,15.72857143,0.666666667,0.132626857,4,0.268049626,Species18,-2.801187762,0.111111111
4411,4411,2004,C30,15.65952381,0.5,-0.311219562,2.833333333,0.457798104,Species18,-2.162895243,0.25
4412,4412,1996,C19,14.8452381,0.55,-0.148811684,3,0.321370168,Species18,1.388827911,0.111242977
4413,4413,1996,C10,15.29761905,0.5,-0.48323947,5,0.450477944,Species18,0.793753251,0.158113883
4414,4414,1996,C06,14.1,0.294117647,-4.371746704,0.2,2.985514951,Species18,-0.902771962,0.110510169
4415,4415,1996,C30,15.0047619,0.25,-0.218540889,1,0.783413596,Species18,-0.296158854,0.216506351
4416,4416,1996,C26,15.0047619,0.333333333,-0.498931408,2,0.786687564,Species18,1.050356643,0.15713484
4417,4417,1996,C09,14.73809524,0,3.12947157,7.666666667,2.146953969,Species18,-2.040864556,0.15
4420,4420,1996,C11,14.87142857,0,0,1.00E-04,0,Species18,1.467242641,0.173205081
4421,4421,1996,C32,15.25714286,0.666666667,-0.049473489,0.160714286,0.878978383,Species18,1.831152756,0.272165527
4423,4423,1996,C24,14.92142857,0,0,1.00E-04,0,Species18,0.225654644,0.3
4424,4424,1996,C08,15.25714286,0.666666667,0.351049556,1.225,0.939060577,Species18,-0.527232117,0.272165527
4425,4425,1996,C04,14.8452381,0.727272727,-0.504006308,2,0.793870118,Species18,1.310356241,0.134281627
4426,4426,1996,C16,15.0047619,0,0,1.00E-04,0,Species18,1.562898302,0.212132034
4431,4431,1995,C06,14.0452381,0.6,0,1.00E-04,2.985514951,Species18,3.62911726,0.219089023
4432,4432,1995,C09,14.74761905,0,-3.491718109,11.16666667,2.156010927,Species18,1.149186604,0.3
4433,4433,1995,C07,14.20238095,0.552631579,-1.662370267,7,2.050218658,Species18,2.111168508,0.080660092
4434,4434,1995,C08,15.02857143,0,0.110060257,0.303571429,0.880468811,Species18,-2.519324583,0.3
4436,4436,1995,C04,15.0047619,0.777777778,0,1.00E-04,0.677544175,Species18,2.880783259,0.097990789
4438,4438,1994,C09,15.07380952,1,1.742068623,9.5,0.830848854,Species18,1.663714588,0
4439,4439,2013,C17,15.9,0.634615385,0.641607342,20,0.263648137,Species18,0.298066251,0.066777285
4440,4440,2013,C09,15.10238095,0.5,0.676234064,0.5,2.377889747,Species18,-2.192972527,0.353553391
4441,4441,2013,C06,14.03095238,0.555555556,5.280431084,0.5,2.985514951,Species18,1.622634128,0.082817332
4442,4442,2013,C20,15.10238095,0,1.569402554,4.846153846,2.03619192,Species18,-8.358041855,0.3
4445,4445,2013,C47,14.01666667,0,0.876777878,0.764705882,2.431247258,Species18,3.693143615,0.3
4447,4447,2013,C18,15.9,0.62962963,0.350509047,14,0.212550608,Species18,-0.80847422,0.092934895
4448,4448,2013,C04,15.50714286,0.583333333,0.504006308,2,0.825292417,Species18,-0.132976387,0.142318761
4449,4449,2013,C56,15.50238095,0,4.740692838,2,0.543501247,Species18,-0.411440627,0.212132034
4454,4454,2013,C78,15.50714286,0.333333333,0.179882498,1,0.617481702,Species18,1.320683717,0.15713484
4455,4455,2013,C73,14.82619048,0,0.411043,0.916666667,1.827676322,Species18,0.694102171,0.212132034
4457,4457,2013,C36,15.50714286,0.857142857,-0.195221682,5,0.284179529,Species18,0.49113405,0.132260014
4458,4458,2013,C66,14.53095238,0,3.47609869,0.5,2.07683057,Species18,-0.332415728,0.3
4461,4461,2013,C31,14.75952381,0.8,-0.369111382,1.8,0.711390679,Species18,-2.711513246,0.178885438
4462,4462,2013,C79,15.69285714,0.882352941,-0.832244722,8.5,0.502157768,Species18,1.214389788,0.07814249
4464,4464,2013,C19,15.50714286,0.578947368,-0.19519342,5,0.282915603,Species18,-0.414072322,0.113268966
4466,4466,2013,C37,14.88095238,0.5,2.556910267,14,1.288723668,Species18,1.389462671,0.353553391
4472,4472,2013,C69,15.28333333,0,1.049582861,0.666666667,2.18218585,Species18,0.031250259,0.077459667
4474,4474,2010,C65,17.14047619,0.6,-2.129260069,1.95,2.715040289,Species18,-0.908120026,0.219089023
4477,4477,2010,C09,16.06428571,0.5,0.399763232,0.5,2.411685115,Species18,1.398545996,0.353553391
4478,4478,2010,C78,16.59285714,1,0,1.00E-04,0.681010944,Species18,-1.472440193,0
4479,4479,2010,C06,15.31428571,0.558823529,-5.684198005,0.75,3.331450231,Species18,1.042133251,0.085153804
4480,4480,2010,C04,16.59285714,0.92,0,1.00E-04,0.983104222,Species18,-1.587659779,0.05425864
4485,4485,2010,C30,16.66904762,0.461538462,-0.147389975,2,0.397055422,Species18,0.758465572,0.138264159
4488,4488,2010,C24,15.85714286,0,0,1.00E-04,0,Species18,1.968374514,0.212132034
4489,4489,2010,C36,16.59285714,0.8125,0.195221682,5,0.285920079,Species18,-2.004993585,0.097578094
4490,4490,2010,C46,14.91904762,0,0,1.00E-04,0,Species18,6.367561013,0.3
4492,4492,2010,C47,15.43809524,0,-0.742271235,0.794117647,2.773970127,Species18,0.83144806,0.3
4495,4495,2010,C56,16.75714286,0.8,0,1.00E-04,4.056240343,Species18,-1.453017819,0.178885438
4496,4496,2010,C58,16.02142857,0.692307692,-0.400645822,0.166666667,5.327876169,Species18,-0.431147584,0.128007738
4497,4497,2010,C73,15.77619048,0,0.063238339,0.166666667,0.982545685,Species18,1.802726076,0.212132034
4498,4498,2010,C69,16.47857143,0,-0.329267595,0.4,3.683866912,Species18,-1.881905555,0.106066017
4500,4500,2010,C19,16.59285714,0.714285714,0.19519342,5,0.275890425,Species18,-0.387751635,0.170746944
4501,4501,2010,C13,15.85714286,0,0,1.00E-04,0,Species18,-1.412034106,0.3
4505,4505,2010,C31,15.81904762,1,-1.362894965,3,2.167657973,Species18,1.923249626,0
4506,4506,2006,C66,16.16428571,1,0,1.00E-04,4.153661139,Species18,-2.890821644,0
4511,4511,2006,C61,17.25,1,0.007622531,0.031746032,0.747085772,Species18,-2.331406976,0
4512,4512,2006,C53,17.26190476,0.571428571,0.822226488,7.333333333,0.541245016,Species18,-0.029283762,0.187043906
4513,4513,2006,C30,16.88571429,1,0.260212922,3,0.426536587,Species18,-3.735316908,0
4514,4514,2006,C46,15.32857143,0,0,1.00E-04,0,Species18,3.857864846,0.3
4515,4515,2006,C02,16.63571429,0,0,1.00E-04,0,Species18,2.61810042,0.3
4517,4517,2006,C32,17.25,0.636363636,0.057297508,0.314285714,0.671020576,Species18,0.17053153,0.145040734
4519,4519,2006,C55,17.25,0.5,-4.311193836,1,2.498804826,Species18,1.359911841,0.204124145
4520,4520,2006,C13,16.12380952,0,5.812138499,0.666666667,3.108303051,Species18,1.649795305,0.173205081
4522,4522,2006,C24,16.12380952,0,5.420534999,0.5,3.05573367,Species18,2.989170061,0.173205081
4523,4523,2006,C11,16.63571429,0.666666667,-0.116353851,1,0.50483077,Species18,2.688327424,0.272165527
4524,4524,2006,C60,17.46428571,0,-0.387224942,10.5,0.278787646,Species18,-2.787046257,0.15
4525,4525,2006,C56,16.96190476,0.875,-0.402549999,1,1.139971196,Species18,-1.492190786,0.116926793
4526,4526,2006,C19,17.02380952,0.555555556,-0.46513315,9,0.33208548,Species18,-1.718430662,0.165634665
4528,4528,2006,C31,16.25,0.666666667,-0.68197388,1.4,2.278439948,Species18,0.980186487,0.19245009
4534,4534,2005,C61,16.32380952,1,0.46989348,1.555555556,0.821582162,Species18,0.577996779,0
4537,4537,2005,C19,15.85,0.727272727,-0.040496451,1,0.279124178,Species18,0.476589487,0.134281627
4538,4538,2005,C53,16.42857143,0.769230769,-0.05636146,0.333333333,0.59519668,Species18,1.199974218,0.116854542
4539,4539,2005,C09,15.82857143,0,-0.331586908,0.4,2.833447879,Species18,-1.530966996,0.212132034
4540,4540,2005,C30,16.21904762,0.5,0.262872947,2.333333333,0.48357077,Species18,-1.0844415,0.204124145
4541,4541,2005,C56,16.32857143,0.5,-0.843955868,4,0.777479983,Species18,-2.717118814,0.353553391
4542,4542,2005,C60,16.92619048,0.578947368,0.015406726,0.5,0.243707135,Species18,-1.91640807,0.113268966
4544,4544,2005,C48,16.46190476,0,-4.737236498,5.285714286,0.485598735,Species18,0.728637776,0.3
4545,4545,2005,C55,16.32380952,1,0,1.00E-04,4.311193836,Species18,-1.56916146,0
4546,4546,2005,C02,15.91190476,0,0,1.00E-04,0,Species18,-0.276850174,0.3
4547,4547,2005,C31,15.64285714,0.75,-0.068243527,0.2,0.906850338,Species18,-0.802101319,0.125
4548,4548,2005,C32,16.32380952,0.75,0.470433847,2,0.81919814,Species18,-0.20532173,0.216506351
4550,4550,2005,C24,15.57142857,0,-6.11146734,1,3.401752629,Species18,-2.642473915,0.3
4555,4555,2007,C30,16.65,0.125,-0.0389336,0.5,0.405088215,Species18,-2.574663491,0.116926793
4557,4557,2007,C53,16.87380952,0.625,-0.121780725,1.5,0.407855237,Species18,1.109266816,0.171163299
4558,4558,2007,C46,15.66428571,0,0,1.00E-04,0,Species18,4.06559862,0.3
4559,4559,2007,C09,16.49761905,0,0.06801533,0.083333333,4.071197365,Species18,0.588291836,0.134164079
4563,4563,2007,C69,16.67142857,0.333333333,-0.170838896,0.75,0.735024679,Species18,-0.861547305,0.272165527
4565,4565,2007,C31,16.15238095,0.777777778,0.569992601,1.1,2.278439948,Species18,1.966699166,0.138579903
4566,4566,2007,C24,16.43333333,0,-5.420534999,0.5,3.05573367,Species18,-2.167096713,0.106066017
4567,4567,2007,C32,16.73095238,0.888888889,0.433967867,3.066666667,0.601077901,Species18,-0.64109379,0.10475656
4568,4568,2007,C56,16.71666667,0.5,-0.684452495,1,2.571621418,Species18,-3.342744599,0.353553391
4573,4573,2008,C30,16.33095238,0.8,-0.082732787,1,0.42437074,Species18,0.605699335,0.103279556
4575,4575,2008,C09,16.4047619,0,0.332552487,0.5,2.505153551,Species18,1.225150786,0.212132034
4579,4579,2008,C24,16.45714286,0,0,1.00E-04,0,Species18,1.066040714,0.173205081
4582,4582,2008,C53,16.77619048,0.714285714,-0.423655155,4,0.512498625,Species18,1.185223837,0.170746944
4583,4583,2008,C69,16.63333333,0,-0.086429542,0.333333333,0.797696699,Species18,-0.446602983,0.122474487
